==================================================================================
Lottery Ticket Experiment (Replicate 1)
----------------------------------------------------------------------------------
Dataset Hyperparameters
    * dataset_name => mnist
    * batch_size => 60
Model Hyperparameters
    * model_name => mnist_lenet_300_100
    * model_init => kaiming_normal
    * batchnorm_init => uniform
Training Hyperparameters
    * optimizer_name => adam
    * lr => 0.0012
    * training_steps => 50ep
Pruning Hyperparameters
    * pruning_strategy => fisher_pruning
    * pruning_fraction => 0.2
    * dataset_name => mnist
    * num_data_points => 128
Output Location: open_lth_data/lottery_cd1a99b626911386b7d5dcd4f84285bc/replicate_1/level_0/main
==================================================================================

----------------------------------------------------------------------------------
Pruning Level 0
----------------------------------------------------------------------------------
test	ep 029	it 000	loss 0.163	acc 97.66%	ex 10000	time 18.07s
test	ep 030	it 000	loss 0.164	acc 97.64%	ex 10000	time 18.09s
test	ep 031	it 000	loss 0.144	acc 98.01%	ex 10000	time 18.21s
test	ep 032	it 000	loss 0.150	acc 97.93%	ex 10000	time 18.10s
test	ep 033	it 000	loss 0.176	acc 97.60%	ex 10000	time 22.40s
test	ep 034	it 000	loss 0.179	acc 97.69%	ex 10000	time 18.14s
test	ep 035	it 000	loss 0.169	acc 98.01%	ex 10000	time 18.15s
test	ep 036	it 000	loss 0.179	acc 97.84%	ex 10000	time 18.13s
test	ep 037	it 000	loss 0.172	acc 97.94%	ex 10000	time 18.17s
test	ep 038	it 000	loss 0.189	acc 97.88%	ex 10000	time 25.47s
test	ep 039	it 000	loss 0.206	acc 97.68%	ex 10000	time 18.29s
test	ep 040	it 000	loss 0.181	acc 97.86%	ex 10000	time 18.39s
test	ep 041	it 000	loss 0.186	acc 97.73%	ex 10000	time 18.48s
test	ep 042	it 000	loss 0.166	acc 98.04%	ex 10000	time 18.37s
test	ep 043	it 000	loss 0.190	acc 97.82%	ex 10000	time 22.77s
test	ep 044	it 000	loss 0.195	acc 98.02%	ex 10000	time 18.59s
test	ep 045	it 000	loss 0.229	acc 97.78%	ex 10000	time 18.68s
test	ep 046	it 000	loss 0.201	acc 97.77%	ex 10000	time 18.58s
test	ep 047	it 000	loss 0.189	acc 97.85%	ex 10000	time 18.67s
test	ep 048	it 000	loss 0.225	acc 97.91%	ex 10000	time 22.10s
test	ep 049	it 000	loss 0.194	acc 98.14%	ex 10000	time 19.86s
test	ep 050	it 000	loss 0.212	acc 98.03%	ex 10000	time 18.93s
----------------------------------------------------------------------------------
Pruning Level 3
----------------------------------------------------------------------------------
test	ep 000	it 000	loss 2.334	acc 13.50%	ex 10000	time 0.00s
test	ep 001	it 000	loss 0.125	acc 96.02%	ex 10000	time 17.78s
test	ep 002	it 000	loss 0.089	acc 97.13%	ex 10000	time 17.73s
test	ep 003	it 000	loss 0.110	acc 96.69%	ex 10000	time 18.40s
test	ep 004	it 000	loss 0.092	acc 97.29%	ex 10000	time 21.80s
test	ep 005	it 000	loss 0.093	acc 97.43%	ex 10000	time 17.78s
test	ep 006	it 000	loss 0.081	acc 97.68%	ex 10000	time 17.83s
test	ep 007	it 000	loss 0.105	acc 97.23%	ex 10000	time 17.84s
test	ep 008	it 000	loss 0.086	acc 97.64%	ex 10000	time 17.82s
test	ep 009	it 000	loss 0.118	acc 97.15%	ex 10000	time 22.15s
test	ep 010	it 000	loss 0.099	acc 97.75%	ex 10000	time 17.79s
test	ep 011	it 000	loss 0.086	acc 97.90%	ex 10000	time 17.80s
test	ep 012	it 000	loss 0.108	acc 97.77%	ex 10000	time 17.73s
test	ep 013	it 000	loss 0.117	acc 97.75%	ex 10000	time 17.75s
test	ep 014	it 000	loss 0.121	acc 97.69%	ex 10000	time 20.05s
